municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos
restinga seca;4315503;0;0;0;2;0;0;0;0;6;0;0;1;0;0;0
rio dos indios;4315552;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
rio grande;4315602;2;2;0;177;7;8;31;3;40;9;35;36;0;1;4
rio pardo;4315701;0;0;0;41;1;2;4;1;12;2;3;1;0;0;0
riozinho;4315750;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
roca sales;4315800;0;0;0;6;1;0;0;0;4;0;0;0;0;0;0
rodeio bonito;4315909;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
rolador;4315958;0;0;0;6;2;0;0;0;1;0;0;0;0;0;0
rolante;4316006;1;1;0;16;2;0;2;1;25;1;4;2;0;0;1
ronda alta;4316105;0;0;0;1;0;1;0;0;3;0;0;3;0;0;0
rondinha;4316204;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
roque gonzales;4316303;1;1;0;3;2;0;0;0;2;0;0;1;0;0;1
rosario do sul;4316402;0;0;0;26;2;3;2;0;12;6;10;7;0;0;0
sagrada familia;4316428;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
saldanha marinho;4316436;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
salto do jacui;4316451;0;0;0;13;0;2;2;0;6;0;2;1;0;0;0
salvador das missoes;4316477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
salvador do sul;4316501;0;0;0;4;0;0;0;0;1;0;1;1;0;0;0
sananduva;4316600;1;1;0;8;0;0;0;0;11;1;1;0;0;0;1
santa barbara do sul;4316709;0;0;0;4;0;0;0;0;7;0;3;0;0;0;0
santa cecilia do sul;4316733;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
santa clara do sul;4316758;1;1;0;4;0;0;0;0;5;0;0;0;0;0;1
santa cruz do sul;4316808;1;1;0;92;2;10;12;1;87;3;12;13;0;0;2
santa margarida do sul;4316972;0;0;0;5;2;0;0;0;0;2;0;0;0;0;0
santa maria;4316907;7;7;0;334;11;7;50;0;247;17;25;39;0;0;7
santa maria do herval;4316956;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
santa rosa;4317202;2;2;0;35;0;1;3;0;35;0;7;5;0;0;2
santa tereza;4317251;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
santa vitoria do palmar;4317301;0;0;0;19;3;0;1;0;7;1;5;1;0;0;0
santana da boa vista;4317004;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0
santana do livramento;4317103;0;0;0;82;15;4;8;0;40;3;12;9;0;0;0
santiago;4317400;0;0;0;21;2;1;0;0;14;1;5;7;0;0;0
santo angelo;4317509;2;2;0;78;1;3;10;0;41;1;25;10;0;0;2
santo antonio da patrulha;4317608;1;1;0;28;0;2;4;1;16;0;6;0;0;0;1
santo antonio das missoes;4317707;0;0;0;3;0;0;1;0;4;1;1;0;0;0;0
santo antonio do palma;4317558;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
santo antonio do planalto;4317756;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
santo augusto;4317806;0;0;0;9;1;0;1;0;5;1;7;0;0;0;0
santo cristo;4317905;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
santo expedito do sul;4317954;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
sao borja;4318002;0;0;0;36;3;2;4;0;21;2;5;3;0;0;0
sao domingos do sul;4318051;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
sao francisco de assis;4318101;0;0;0;7;0;0;0;0;3;0;0;0;0;0;0
sao francisco de paula;4318200;1;1;0;21;4;1;1;1;6;1;9;0;0;0;1
sao gabriel;4318309;0;0;0;61;11;1;1;0;8;7;6;14;0;0;0
sao jeronimo;4318408;0;0;0;10;0;0;6;0;10;0;10;2;0;0;0
sao joao da urtiga;4318424;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
sao joao do polesine;4318432;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
sao jorge;4318440;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sao jose das missoes;4318457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao jose do herval;4318465;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
sao jose do hortencio;4318481;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
sao jose do inhacora;4318499;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
sao jose do norte;4318507;0;0;0;14;2;0;0;1;8;2;6;11;0;0;0
sao jose do ouro;4318606;0;0;0;2;0;0;0;0;6;1;1;0;0;0;0
sao jose do sul;4318614;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
sao jose dos ausentes;4318622;0;0;0;1;0;1;0;0;2;0;0;1;0;0;0
sao leopoldo;4318705;2;2;0;227;0;32;45;22;165;4;17;37;0;0;2
sao lourenco do sul;4318804;0;0;0;32;2;1;0;0;15;1;10;3;0;0;0
sao luiz gonzaga;4318903;2;2;0;30;0;2;3;0;20;4;2;4;0;0;2
sao marcos;4319000;0;0;0;4;1;1;2;0;2;0;0;1;0;0;0
sao martinho;4319109;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0
sao martinho da serra;4319125;0;0;0;3;2;1;0;0;4;0;0;0;0;0;0
sao miguel das missoes;4319158;0;0;0;9;2;0;0;0;2;0;0;0;0;0;0
sao nicolau;4319208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao paulo das missoes;4319307;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
sao pedro da serra;4319356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao pedro das missoes;4319364;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
sao pedro do butia;4319372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao pedro do sul;4319406;0;0;0;15;8;0;0;0;11;1;1;0;0;0;0
sao sebastiao do cai;4319505;0;0;0;17;1;1;0;0;19;3;15;3;0;0;0
sao sepe;4319604;0;0;0;16;1;0;2;0;6;1;2;2;0;0;0
sao valentim;4319703;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
sao valentim do sul;4319711;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
sao valerio do sul;4319737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao vendelino;4319752;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sao vicente do sul;4319802;0;0;0;4;0;0;0;0;5;3;4;2;0;0;0
sapiranga;4319901;0;0;0;54;0;6;8;1;51;1;19;4;0;0;0
sapucaia do sul;4320008;2;2;1;115;1;12;39;6;86;4;8;17;1;0;3
sarandi;4320107;0;0;0;22;0;1;0;1;12;0;3;2;0;0;0
seberi;4320206;0;0;0;7;1;0;0;0;2;3;0;0;0;0;0
sede nova;4320230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
segredo;4320263;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
selbach;4320305;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
senador salgado filho;4320321;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
sentinela do sul;4320354;0;0;0;8;0;0;0;0;0;1;0;0;0;0;0
serafina correa;4320404;0;0;0;6;0;0;0;0;9;1;4;1;0;0;0
serio;4320453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sertao;4320503;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0
sertao santana;4320552;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
sete de setembro;4320578;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
severiano de almeida;4320602;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0
silveira martins;4320651;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
sinimbu;4320677;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
sobradinho;4320701;0;0;0;16;0;0;0;0;5;2;2;1;0;0;0
soledade;4320800;1;1;0;23;3;6;1;0;7;1;4;2;0;0;1
tabai;4320859;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
tapejara;4320909;0;0;0;26;0;2;1;0;10;2;1;2;0;0;0
tapera;4321006;0;0;0;6;0;2;0;0;3;0;2;0;0;0;0
tapes;4321105;0;0;0;13;1;0;0;0;7;1;3;2;0;0;0
taquara;4321204;0;0;0;35;1;5;2;1;35;4;45;7;0;0;0
taquari;4321303;0;0;0;14;0;0;1;0;11;3;2;1;0;0;0
taquarucu do sul;4321329;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
tavares;4321352;0;0;0;4;1;0;0;0;0;1;0;1;0;0;0
tenente portela;4321402;0;0;0;23;2;1;0;0;6;5;3;0;0;0;0
terra de areia;4321436;0;0;0;13;1;0;0;0;2;0;0;2;0;0;0
teutonia;4321451;0;0;0;10;0;0;0;0;25;1;18;2;0;0;0
tio hugo;4321469;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
tiradentes do sul;4321477;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
toropi;4321493;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
torres;4321501;0;0;0;103;1;3;10;0;35;1;36;11;0;0;0
tramandai;4321600;1;2;0;128;1;6;10;2;50;2;9;26;0;1;3
travesseiro;4321626;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
tres arroios;4321634;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
tres cachoeiras;4321667;1;1;0;7;0;1;0;0;5;0;0;0;0;0;1
tres coroas;4321709;0;0;0;13;0;0;1;0;6;0;5;2;0;0;0
tres de maio;4321808;0;0;0;12;2;1;1;0;8;2;1;3;0;0;0
tres forquilhas;4321832;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
tres palmeiras;4321857;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
tres passos;4321907;0;0;0;15;0;2;1;1;8;3;4;9;0;0;0
trindade do sul;4321956;0;0;0;3;0;0;0;0;4;0;3;3;0;0;0
triunfo;4322004;0;0;0;19;1;2;0;0;14;2;3;1;0;0;0
tucunduva;4322103;0;0;0;4;0;0;0;0;3;1;0;0;0;0;0
tunas;4322152;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
tupanci do sul;4322186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tupancireta;4322202;0;0;0;17;0;0;1;1;9;3;2;1;0;0;0
tupandi;4322251;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0
tuparendi;4322301;0;0;0;5;1;1;0;0;3;0;1;1;0;0;0
turucu;4322327;0;0;0;2;0;0;0;0;3;0;2;0;0;0;0
ubiretama;4322343;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
uniao da serra;4322350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
unistalda;4322376;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
uruguaiana;4322400;2;2;0;88;8;4;12;0;50;4;7;8;0;0;3
vacaria;4322509;4;4;0;68;1;4;11;0;30;12;13;15;0;0;4
vale do sol;4322533;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
vale real;4322541;1;1;0;0;0;0;0;0;2;0;0;0;0;0;1
vale verde;4322525;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
vanini;4322558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
venancio aires;4322608;1;1;0;76;1;0;3;1;30;2;6;6;0;0;1
vera cruz;4322707;0;0;0;5;1;1;0;1;12;1;0;0;0;0;0
veranopolis;4322806;0;0;0;6;0;0;0;1;16;0;5;5;0;0;0
vespasiano correa;4322855;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0
viadutos;4322905;1;1;0;0;0;0;0;0;2;0;0;1;0;0;1
viamao;4323002;6;6;1;149;5;13;89;9;130;7;3;9;1;0;7
vicente dutra;4323101;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
victor graeff;4323200;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
vila flores;4323309;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
vila langaro;4323358;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
vila maria;4323408;0;0;0;2;1;2;0;0;1;0;3;0;0;0;0
vila nova do sul;4323457;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0
vista alegre;4323507;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
vista alegre do prata;4323606;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
vista gaucha;4323705;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
vitoria das missoes;4323754;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
westfalia;4323770;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0
xangri-la;4323804;0;0;0;22;0;2;3;0;21;0;15;10;0;0;0
